scene	Nc	Hc	full_histogram
5LpN3gDmAk7_region4	5	2.038538950961886	"[22035.  6365.     0.     0.     0.     0.     0. 12201.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.  2182.
 14822.]"
5q7pvUzZiYa_region14	9	2.116850447914948	"[48701. 16862.     0.     0.     0.     0.     0.  8455.  2005.     0.
     0.  1271.     0.     0.     0.     0.  1276.   577.     0.  1992.
 17173.]"
5LpN3gDmAk7_region27	4	1.4863520093307279	"[30557. 19106.     0.     0.     0.     0.     0.  2691.     0.     0.
  3953.     0.     0.     0.     0.     0.     0.     0.     0.     0.
     0.]"
5LpN3gDmAk7_region24	7	2.1615507266637524	"[63345. 20410.     0.     0.     0.     0.     0.  8350.  6862.     0.
     0.     0.     0.     0.     0.     0.  2850.  7782.     0.     0.
 15565.]"
5q7pvUzZiYa_region16	9	2.2462828617056925	"[41615. 47443.     0.     0.  1340.  5383.  2079.  1876.     0.     0.
     0.     0.     0.     0.     0.     0.     0.   741.     0.  9581.
 33564.]"
5q7pvUzZiYa_region11	5	1.9643425027091383	"[38284. 16871.     0.     0.     0.     0.     0.  4864.     0.     0.
  6261.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 15727.]"
5q7pvUzZiYa_region3	7	2.0523696351751672	"[30051.  5061.     0.     0.     0.     0.     0.  4322.     0.     0.
  3390.     0.     0.     0.     0.     0.  1466.  4427.     0.     0.
  3665.]"
5LpN3gDmAk7_region9	8	2.0836389230562515	"[22197. 19663. 57079.     0.     0.     0.     0.     0.   179.     0.
     0.  1859.     0.     0.     0.     0.     0.   469.     0.  3033.
 24242.]"
5q7pvUzZiYa_region1	9	2.8702484021497088	"[14078. 41579.     0.     0. 15350.     0.  6000. 13667.  3222.     0.
 23030.     0.     0.     0.     0.     0.     0.     0.     0. 11712.
 31866.]"
5q7pvUzZiYa_region17	6	2.0670631375560222	"[27443. 38887.     0.     0.     0.  5922.  4455.  2498.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 36194.]"
5LpN3gDmAk7_region26	5	1.6285595411434706	"[85263. 14836.     0.     0.     0.     0.     0. 18257.     0.     0.
  2182.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 17000.]"
5q7pvUzZiYa_region4	7	2.3298975261608366	"[55952. 19845.     0.  8817.     0.     0.     0. 29587.     0.     0.
  3162.     0.     0.     0.     0.     0.     0.     0.     0.  4560.
 20898.]"
5q7pvUzZiYa_region6	5	2.0414200048157936	"[22045.  7148.     0.     0.     0.     0.     0.  8737.     0.     0.
     0.     0.     0.     0.     0.     0.  2681.     0.     0.     0.
  9405.]"
5LpN3gDmAk7_region3	7	1.970134461374594	"[51627. 14004.     0.     0.     0.     0.     0.  9032.  3842.     0.
     0.     0.     0.     0.     0.     0.  1747.   584.     0.     0.
 16132.]"
5q7pvUzZiYa_region8	12	2.681710804897207	"[39609. 12652.  3562.     0.     0.     0.     0.  7994.  2149.     0.
  1431.     0.     0.     0.     0.  5229.  1077.   666.  3745.  2053.
 14055.]"
5q7pvUzZiYa_region12	10	2.7089590738768297	"[35610. 37741.     0. 19260.  4991.     0.  2421. 19623.     0.     0.
  6304.     0.  2872.     0.     0.     0.     0.     0.     0.   924.
 41949.]"
5q7pvUzZiYa_region15	10	2.9904971819342516	"[24249. 20633.  4303.     0.  6686.  7538.   595. 27713.     0.     0.
 14894.     0.     0.     0.     0.     0.     0.     0.     0. 21198.
 26996.]"
5q7pvUzZiYa_region13	7	2.2986420162527392	"[ 8163.  8532.  4179.     0.  1085.     0.  1814.     0.     0.     0.
   443.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 12519.]"
5q7pvUzZiYa_region5	3	1.0046067572940696	"[42031.  9699.     0.     0.     0.     0.     0.     0.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  3723.]"
759xd9YjKW5_region11	10	2.6528564592231327	"[22516. 10022.  2711.     0.     0.     0.     0. 11555.     0.     0.
     0.   430.     0.     0.     0.  4419.  1410.  1029.  1999.     0.
 12609.]"
5q7pvUzZiYa_region9	7	2.0055620677935266	"[78648. 31197.     0. 11604.     0.     0.  7741. 15619.     0.     0.
  1775.     0.     0.     0.     0.     0.     0.     0.     0.  3409.
     0.]"
5q7pvUzZiYa_region2	9	2.903247600719567	"[20242. 35560.     0. 21143.     0.     0.     0. 16586.  4173.     0.
 14711.     0.     0.  9101.     0.     0.     0.     0.     0.  3235.
 24480.]"
5q7pvUzZiYa_region0	10	2.8052359650500196	"[36669. 28705. 15369.     0.  5027.     0.     0. 19142.     0.     0.
  4464.  4663.     0.     0.  3336.     0.     0.  1256.     0.     0.
 27066.]"
759xd9YjKW5_region12	12	3.079375137883437	"[56954. 19352. 13315.     0.  9664.  5578. 10006.  7714.  7514. 10895.
  3850.     0.     0.     0.     0.     0.     0.     0.     0.  4981.
 32803.]"
759xd9YjKW5_region10	4	1.6746197853718712	"[14968.  1885.     0.     0.     0.     0.     0. 11752.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  4491.]"
759xd9YjKW5_region14	11	2.3426669700419676	"[59982. 16474.  3319.     0.     0.     0.     0. 10675.   695.     0.
     0.  1300.     0.  4975.     0.     0.  1208.   648.  4908.     0.
 18288.]"
759xd9YjKW5_region1	4	1.749412986816821	"[50234. 13474.     0.     0.     0.     0.     0. 30355.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 11143.]"
5q7pvUzZiYa_region18	6	2.353238493467057	"[48094. 15324.     0.     0.     0.     0.     0. 17834.     0.     0.
 10910.     0.     0.     0.     0.     0.     0.     0.     0. 13064.
 15103.]"
759xd9YjKW5_region17	5	1.7694103684742655	"[34749. 10914.     0.     0.     0.     0.     0. 16146.     0.     0.
   587.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  5692.]"
759xd9YjKW5_region19	3	0.8607014411434455	"[24049.  1826.     0.     0.     0.     0.     0.     0.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  3629.]"
5q7pvUzZiYa_region7	9	2.624597807543049	"[35835. 30177.     0.     0.     0.     0.     0. 32431.     0.     0.
   749.  5592.     0.     0.     0.     0.     0.   737.  7370. 11859.
 26219.]"
759xd9YjKW5_region0	9	2.63853843135065	"[40521. 17659.     0. 12024.  5275.     0.     0.  8853.  1598.     0.
   267.     0.     0. 14546.     0.     0.     0.     0.     0.     0.
 20736.]"
759xd9YjKW5_region5	10	3.061624455288219	"[24016. 30740.  9222.     0. 21936.  5510. 11747.  6954. 11802.     0.
     0.     0.     0.  8629.     0.     0.     0.     0.     0.     0.
 36165.]"
759xd9YjKW5_region7	8	2.683897139648862	"[31288. 13723.     0.     0.  2782.     0.     0. 15084. 10007.     0.
     0.     0.  3506.     0.     0.     0.     0.     0.     0. 28868.
 16932.]"
759xd9YjKW5_region13	11	2.790248114635135	"[47121. 26779.  5818. 13748.  2510.     0. 12496.     0.  7194.     0.
   610.     0.     0.  6138.     0.     0.     0.     0.     0.  1517.
 30447.]"
759xd9YjKW5_region8	8	2.34749144798426	"[64928. 32735.     0.     0.     0.     0. 11798. 39285.  2945.     0.
  1544.     0.     0.     0.     0.     0.     0.     0.     0.  1804.
 33546.]"
759xd9YjKW5_region3	12	2.895953483154288	"[20797.  8686.  8950.     0. 18174.     0.  7159.     0.  3035. 51961.
   918.  2356.     0.  2457.     0.     0.     0.     0.     0.  5436.
 20487.]"
7y3sRwLe3Va_region1	9	2.3940554411324517	"[36667.  5749.  2295.     0.     0.     0.     0.  9497.     0.     0.
     0.  1899.     0.     0.     0.     0.  2428.   935.  6808.     0.
 12985.]"
759xd9YjKW5_region16	13	3.0952433314798875	"[53285. 24953.  6263. 17507.  3159.  9625.  4037. 15164.  6241.     0.
  1778.     0.  6539.     0.     0.     0.     0.     0.     0.  3821.
 30751.]"
759xd9YjKW5_region18	10	2.6531983600809337	"[57635. 19308.     0. 19345.  2928.  5574.     0. 12823.  2488.     0.
  2736.     0.  4988.     0.     0.     0.     0.     0.     0.     0.
 29655.]"
7y3sRwLe3Va_region12	10	3.0085692308229577	"[40942. 14979.     0.     0. 12555. 24765.  5008. 26209.  9238.     0.
  4094.     0.     0.     0.     0.     0.     0.     0.     0.  6764.
 19862.]"
7y3sRwLe3Va_region10	2	0.737543754165404	"[23177.     0.     0.     0.     0.     0.     0.  6085.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
     0.]"
759xd9YjKW5_region2	12	3.101417220623194	"[38134. 26031.     0. 20752.  1734.  9782.  2615. 19697.  3102.  6821.
     0.     0.  3244.     0.     0.     0.     0.     0.     0.  8509.
 20672.]"
7y3sRwLe3Va_region11	4	1.848946438342179	"[10588. 10335.     0.     0.     0.     0.     0.  4824.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 19185.]"
759xd9YjKW5_region4	9	2.5611009026592493	"[29587. 18554.  2028.     0. 10055. 12402.  6746.     0.     0.     0.
  2516.     0.     0.     0.     0.     0.     0.     0.     0. 12315.
 61327.]"
7y3sRwLe3Va_region0	5	2.001660521422376	"[50155. 29168.     0.     0.     0.     0.     0. 16893.  3211.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 21874.]"
7y3sRwLe3Va_region13	8	2.7340670101838436	"[31104. 21808.     0.     0.     0. 10438.     0. 12796. 18926.     0.
  5053.     0.     0.     0.     0.     0.     0.     0.     0.  3542.
 28548.]"
7y3sRwLe3Va_region14	8	2.291721469420936	"[31262. 12075.     0.     0.     0.     0.     0. 18558.     0.     0.
  1363.  2594.     0.     0.     0.     0.  2712.   607.     0.     0.
  9765.]"
7y3sRwLe3Va_region17	9	2.401752453114611	"[36383. 31104.     0.     0.  9760.     0.  3597. 42084.   972.     0.
  1005.  1902.     0.     0.     0.     0.     0.     0.     0.     0.
 11089.]"
7y3sRwLe3Va_region15	7	2.3737622740634516	"[18188. 25891.     0.     0.     0.     0.  2848. 40181.     0.     0.
  1751.     0.     0.     0.     0.     0.     0.     0.     0.  9934.
 20250.]"
7y3sRwLe3Va_region18	10	2.8696570599641995	"[14564. 21836. 53614.     0.  9593.     0.     0. 12030.  9854.     0.
     0.  7430.     0.     0.  4559.     0.     0.  2804.     0.     0.
 19640.]"
759xd9YjKW5_region15	7	2.1644417431119867	"[68786. 23363.     0.     0.  4415.     0.     0. 14603.     0.     0.
  4754.     0.     0.  4036.     0.     0.     0.     0.     0.     0.
 24942.]"
759xd9YjKW5_region6	13	2.813749841485159	"[12102. 15845. 57992.     0.  2708.     0.  6998.  6560.  8729.  7359.
   781.     0.  1403.     0.  2438.     0.     0.  1222.     0.     0.
 13879.]"
7y3sRwLe3Va_region25	5	2.120567067451882	"[25765. 10838.     0.     0.     0.     0.     0. 12866.  3871.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 15404.]"
7y3sRwLe3Va_region2	6	2.316603089889168	"[55374. 23244.     0.     0. 19391.     0.     0. 16189.  7100.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 17843.]"
7y3sRwLe3Va_region27	5	2.2080774811318222	"[3721. 5038.    0.    0.    0.    0.    0. 1580. 2497.    0.    0.    0.
    0.    0.    0.    0.    0.    0.    0.    0. 5001.]"
7y3sRwLe3Va_region16	3	0.5381506584531079	"[48555.  3056.     0.     0.     0.     0.     0.     0.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  1951.]"
7y3sRwLe3Va_region28	7	2.2482009956679883	"[29509.  9424.  4209.     0.     0.     0.     0. 12565.     0.     0.
     0.     0.     0.     0.     0.     0.  2839.   714.     0.     0.
  7952.]"
7y3sRwLe3Va_region21	5	2.15264215285885	"[32102. 16082.     0.     0.     0.     0.     0. 42236. 10455.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 18195.]"
7y3sRwLe3Va_region19	7	2.555753364437521	"[33773. 28822.     0.     0. 13255.     0.  8990.  9454.     0.     0.
  6579.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 32010.]"
7y3sRwLe3Va_region20	5	2.0589087597253193	"[ 8142. 11197.     0.     0.     0.     0.     0.     0.     0.     0.
     0.     0.     0.     0.     0.     0.     0.  3607.     0.  2759.
 16329.]"
759xd9YjKW5_region9	6	1.9684774898060469	"[24030. 16837.     0.     0.  2282.     0.  1190.  3801.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 31913.]"
7y3sRwLe3Va_region24	6	1.8141967141996624	"[61494. 12288.     0.     0.     0.     0.  3319. 13631.     0.     0.
  2839.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  9404.]"
7y3sRwLe3Va_region22	7	2.5202051452316834	"[27185. 10202. 11786.     0.     0.     0.     0.  4200.  7077.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.  6086.
  6180.]"
7y3sRwLe3Va_region4	2	0.1855679241792007	"[30436.   885.     0.     0.     0.     0.     0.     0.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
     0.]"
7y3sRwLe3Va_region32	9	2.4975421781801503	"[78256. 18096.     0. 11990.  8994.     0.     0. 14199. 12600.     0.
  1383.     0.     0.     0.     0.     0.     0.     0.     0.  3904.
 34554.]"
7y3sRwLe3Va_region26	11	2.5556990488615954	"[63997. 19775.  4660.     0.     0.     0.     0. 12395. 17669.     0.
   670.  3049.     0.     0.     0.     0.     0.   592.  6505.  1937.
 17721.]"
7y3sRwLe3Va_region3	5	1.8791456017859007	"[73772. 35557.     0.     0.     0.     0.  6401.  9318.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 27156.]"
7y3sRwLe3Va_region33	10	2.72529945566636	"[41184.  8956.  3908.     0.     0.     0.     0. 11234. 22021.     0.
     0.  3349.     0.     0.     0.     0.  2645.  1589.  6989.     0.
 12047.]"
7y3sRwLe3Va_region23	10	2.6849023847193676	"[52674. 10181.     0. 14428. 13583.     0.  2288.  1023. 14247.     0.
  4039.     0.     0.     0.     0.     0.     0.     0.     0.  5335.
 31954.]"
7y3sRwLe3Va_region31	9	2.5667006010732867	"[75188. 15859.     0. 15153.  6044.     0.  3845. 16822. 10626.     0.
  5328.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 32363.]"
7y3sRwLe3Va_region6	4	1.9296458982297602	"[34854. 18512.     0.     0.     0.     0.     0. 20755.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 15990.]"
7y3sRwLe3Va_region5	7	2.446810363265107	"[20830.  7462.     0.     0.     0.     0.     0. 10027.     0.     0.
   815.     0.     0.     0.     0.     0.  3154.  7197.     0.     0.
  9146.]"
7y3sRwLe3Va_region34	6	1.705252227771118	"[111043.  14232.      0.      0.      0.      0.      0.   7959.   9317.
      0.      0.      0.      0.      0.      0.      0.      0.      0.
      0.   3086.  36938.]"
7y3sRwLe3Va_region30	4	1.9059061521262781	"[29177. 13420.     0.     0.     0.     0.     0. 15355.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 12725.]"
7y3sRwLe3Va_region7	4	1.7495171050192988	"[82688. 36127.     0.     0.     0.     0.     0. 14502.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 32976.]"
7y3sRwLe3Va_region29	8	2.4889014155983102	"[75866.  8795.     0.     0. 14554.     0.     0. 22029. 19726.     0.
  4488.     0.  8353.     0.     0.     0.     0.     0.     0.     0.
 23206.]"
7y3sRwLe3Va_region35	8	2.197581114831409	"[51231. 17301.  5849.     0.     0.     0.     0.  9817.  2201.     0.
     0.     0.     0.     0.     0.     0.  2555.  1173.     0.     0.
 13761.]"
7y3sRwLe3Va_region8	4	1.5938344405021618	"[49107. 18446.     0.     0.     0.     0.     0.  3008.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 20494.]"
7y3sRwLe3Va_region9	4	1.780229300106772	"[26010.  6843.     0.     0.     0.     0.     0. 13610.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  7401.]"
82sE5b5pLXE_region10	7	2.084134498484259	"[36530. 13138.     0.     0.     0.     0.     0.  1687.  4337.     0.
     0.     0.     0.     0.     0.     0.  2524.  4481.     0.     0.
  7096.]"
82sE5b5pLXE_region1	10	2.9654492076413734	"[26239. 13606. 21214.     0.     0.     0. 14930.  4220.  2462.     0.
     0.  9098.     0.     0.  5158.     0.     0.  2220.     0.     0.
 10689.]"
82sE5b5pLXE_region13	5	1.74921399747762	"[18756. 22482.     0.     0.     0.     0.     0.   867.   924.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 15763.]"
82sE5b5pLXE_region15	4	1.4090123208168266	"[54247.  5631.     0.     0.     0.     0.     0. 11899.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  8801.]"
82sE5b5pLXE_region0	7	2.498227531857225	"[37803. 15220.  4447.     0.  9737.     0.     0.     0.  6487.     0.
     0.     0. 12679.     0.     0.     0.     0.     0.     0.     0.
 14135.]"
82sE5b5pLXE_region12	5	1.9824586927128298	"[38695. 16486.     0.     0.     0.     0.     0.  6557.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.  5846.
 14720.]"
82sE5b5pLXE_region11	5	1.5056085838340723	"[59297. 16384.     0.     0.     0.     0.     0.  3981.   484.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 14431.]"
82sE5b5pLXE_region14	5	2.188864995686507	"[19984. 30791.     0.     0.     0.     0.     0. 24583.     0. 10930.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  9441.]"
82sE5b5pLXE_region7	9	3.017555212651431	"[28646. 19981.  8816. 12992.  9661.     0.     0.  9166. 14816.     0.
     0.     0.  5919.     0.     0.     0.     0.     0.     0.     0.
 19043.]"
82sE5b5pLXE_region3	9	2.7820690537971684	"[27589. 19631.  2619.     0.  7916.  8309.     0.  1413.  4799.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0. 12256.
 12126.]"
82sE5b5pLXE_region5	12	2.991390124402258	"[24265. 10444.  2934.     0.     0.  5806.  4340.  5235. 10422.     0.
  2394.     0.  2955.     0.     0.     0.    55.     0.     0.   499.
 10247.]"
8WUmhLawc2A_region13	10	2.8492092054568174	"[40038. 19761.     0. 13800.  5540.  8791.     0. 12504. 18396.     0.
   458.     0.     0.     0.     0.     0.     0.     0.     0.  2663.
 35447.]"
8WUmhLawc2A_region16	6	2.099969503418057	"[41466. 11104.     0.     0.     0.     0.     0. 18167.     0.     0.
  4156.     0.     0.     0.     0.     0.     0.     0.     0.  1769.
 17390.]"
82sE5b5pLXE_region6	8	2.536316789063248	"[30887. 11763.     0.     0.     0.     0.     0. 11782. 10294.     0.
     0.     0.     0.     0.     0.     0.  3821.  2735.     0.  1984.
  6973.]"
